entity1,entity2,sentence,is_sentence_valid,doc_id,doc_title,doc_url,doc_source,date_published,entity1_input,entity2_input,sentence_entity,vec,old_sentence
ly3009120,braf,"some embodiments, the MEK inhibitors can also be combined or administered with the BRAF inhibitors (e.g., vemurafenib, dabrafenib, sorafenib, encorafenib, RAF265, AD80, GDC0879, AZ628, ZM336372, NVPBHG712, LY3009120, TAK632, MLN2480, or XP102) and the DNA damaging agents as described herein.",True,5229459,COMBINATIONS TO TREAT CANCER,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220200046749%22.PGNR.&OS=DN/20200046749&RS=DN/20200046749,patent_filed,1581552000.0,LY3009120,BRaf,"some embodiments, the MEK inhibitors can also be combined or administered with the @entityb$ inhibitors (e.g., vemurafenib, dabrafenib, sorafenib, encorafenib, RAF265, AD80, GDC0879, AZ628, ZM336372, NVPBHG712, @entitya$ , TAK632, MLN2480, or XP102) and the DNA damaging agents as described herein.","[ 0.05996263 -0.81405383  0.28383043 ... -0.07356036  0.4941915
  0.738042  ]",28
loxo_101,trk,"We believe that these characteristics of LOXO-101 may allow us to dose higher in humans, achieve greater inhibition of the TRK target",True,58357551,"Loxo Oncology, Inc. | 424B4 | 2014-08-01",https://www.sec.gov/Archives/edgar/data/0001581720/0001047469-14-006588.txt,secgov,1406851200.0,LOXO-101,TRK,"We believe that these characteristics of @entitya$ may allow us to dose higher in humans, achieve greater inhibition of the @entityb$ target","[ 0.2170915  -0.72545785  0.3001115  ... -0.07740187 -0.5039066
  0.02608122]",28
tesamorelin,growth hormone releasing factor,"Similarly, the growth hormone-releasing factor tesamorelin has been shown to decrease VAT and improve lipids in HIV-infected patients with milder side effects than growth hormone, but",True,56236814,"A Pilot Study of Telmisartan for Visceral Adiposity in HIV Infection: The Metabolic Abnormalities, Telmisartan, and HIV Infection (MATH) Trial",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3597631/,pmc,1363219200.0,Tesamorelin,Growth Hormone-Releasing Factor,"Similarly, the @entityb$ @entitya$ has been shown to decrease VAT and improve lipids in HIV-infected patients with milder side effects than growth hormone, but","[ 0.5525626  -0.11568756 -0.0899242  ... -0.27497697  0.16005047
  0.15574688]",28
ly3009120,braf,We found LY3009120 to be very active against cell lines with BRAF fusions as a single agent.,True,92953300,Acquired BRAF rearrangements induce secondary resistance to EGFR therapy in EGFR -mutated lung cancers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6486868/,pmc,1551398400.0,LY3009120,BRAF,We found @entitya$ to be very active against cell lines with @entityb$ fusions as a single agent.,"[-1.2675656  -1.323211   -0.06921566 ...  0.58137155  0.12348834
  1.4097444 ]",29
3m_052,tlr_7,The TLR 7/8 agonist 3M-052 was provided by 3M.,True,95758779,Nanoformulation of synergistic TLR ligands to enhance vaccination against Entamoeba histolytica,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5301946/,pmc,1484179200.0,3M-052,TLR7,The @entityb$ /8 agonist @entitya$ was provided by 3M.,"[-0.6426239  -0.17140162 -0.8391382  ... -0.19903725 -0.02400613
  1.0053152 ]",29
3m_052,tlr7,wherein the liposome comprises a TLR4 agonist and a TLR7/8 agonist; wherein the liposome comprises any one of the TLR4 or TLR7/8 agonists described herein; or wherein the liposome comprises GLA and 3M-052.,True,92718684,Pegylated Liposomes and Methods of Use,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220200138715%22.PGNR.&OS=DN/20200138715&RS=DN/20200138715,patent_filed,1588809600.0,3M-052,TLR7,wherein the liposome comprises a TLR4 agonist and a @entityb$ /8 agonist; wherein the liposome comprises any one of the TLR4 or @entityb$ /8 agonists described herein; or wherein the liposome comprises GLA and @entitya$ .,"[-0.3162242  -0.07577391  0.03066655 ... -0.36927962 -0.43312728
  0.5899093 ]",29
digoxin,ace,"Five patients were receiving ACE inhibitors and diuretics, five were receiving digoxin.",True,67967376,Cardiorespiratory system dynamics in chronic heart failure.,https://www.ncbi.nlm.nih.gov/pubmed/12413506,pubmed,1035932400.0,digoxin,ACE,"Five patients were receiving @entityb$ inhibitors and diuretics, five were receiving @entitya$ .","[-0.24586059 -0.72905713 -0.35507622 ...  0.44261464  0.00835333
  0.07835398]",29
3m_052,tlr7,"Hence in some examples, the particles disclosed herein will be used for intratracheal delivery of particles incorporating TLR7/8 agonist (such as 3M-052) and CpG ODN to the lung cancer, to improve survival in subjects having lung cancer.",True,94389559,Polyketal particles including a CpG oligodeoxynucleotide for the treatment of lung cancer,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1&f=G&l=50&d=PTXT&S1=09919058&OS=09919058&RS=09919058,patent_grant,1521504000.0,3M-052,TLR7,"Hence in some examples, the particles disclosed herein will be used for intratracheal delivery of particles incorporating @entityb$ /8 agonist (such as @entitya$ ) and CpG ODN to the lung cancer, to improve survival in subjects having lung cancer.","[ 0.19205469 -1.5320457  -0.36911803 ... -0.66389936  0.4473238
  0.32581198]",29
loxo_101,trk,"In October 2015, we also announced that the independent committee of the National Cancer Institute-Molecular Analysis for Therapy Choice, or NCI-MATCH, clinical trial chose LOXO-101 as the sole, dedicated treatment arm for patients with TRK gene",True,31262136,"Loxo Oncology, Inc. | 424B5 | 2016-05-11",https://www.sec.gov/Archives/edgar/data/0001581720/0001047469-16-013095.txt,secgov,1462924800.0,LOXO-101,TRK,"In October 2015, we also announced that the independent committee of the National Cancer Institute-Molecular Analysis for Therapy Choice, or NCI-MATCH, clinical trial chose @entitya$ as the sole, dedicated treatment arm for patients with @entityb$ gene","[-0.6455943  -0.3272671   0.24801081 ...  0.32677802  0.5275183
  0.7389935 ]",36
trifluoperazine,tfp,"Trifluoperazine (TFP) has central antiadrenergic, antidopaminergic, and minimal anticholinergic effects.",True,39107128,"METHODS AND COMPOSITIONS FOR TREATING UREA CYCLE DISORDERS, IN PARTICULAR OTC DEFICIENCY",http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220200316038%22.PGNR.&OS=DN/20200316038&RS=DN/20200316038,patent_filed,1602115200.0,trifluoperazine,TFP," @entitya$ ( @entityb$ ) has central antiadrenergic, antidopaminergic, and minimal anticholinergic effects.","[-0.73581094  0.22128208  0.22160444 ...  0.09180781 -0.5089744
 -0.13291802]",36
ly3009120,braf,"Because selective BRAF inhibitors paradoxically induce downstream signaling activation, a pan-RAF inhibitor, LY3009120 is a better alternate for KRAS-mutant tumor treatment.",True,11021198,A combinatorial strategy using YAP and pan-RAF inhibitors for treating KRAS-mutant pancreatic cancer.,https://www.ncbi.nlm.nih.gov/pubmed/28576749,pubmed,1496095200.0,LY3009120,BRAF,"Because selective @entityb$ inhibitors paradoxically induce downstream signaling activation, a pan-RAF inhibitor, @entitya$ is a better alternate for KRAS-mutant tumor treatment.","[ 0.57805717  0.31929007  0.6274024  ...  0.22390318 -0.08146671
  0.76209706]",36
loxo_101,trk,"LOXO-101 Phase 1 Update · In the ongoing Phase 1 study, LOXO-101 continues to consistently achieve systemic drug exposures anticipated to inhibit TRK signaling by over 90%.",True,41422011,"Loxo Oncology, Inc. | 8-K | 2015-08-05",https://www.sec.gov/Archives/edgar/data/0001581720/0001104659-15-056091.txt,secgov,1438732800.0,LOXO-101,TRK," @entitya$ Phase 1 Update · In the ongoing Phase 1 study, @entitya$ continues to consistently achieve systemic drug exposures anticipated to inhibit @entityb$ signaling by over 90%.","[ 0.5456811   0.19351117 -0.03770563 ... -0.29176012 -0.49602413
  0.5973395 ]",36
minocycline,angiostatin,"SU11248 (Sunitinib malate), VEGF-Trap, XL184, ZD6474, ATN-161, EMD 121974 (Cilenigtide), Celecoxib, Angiostatin, Endostatin, Regranex, Apligraf, Paclitaxel, tetracyclines, clarithromycin, lasix, captopril, aspirin, Vitamin D3 analogs, retinoids, Imiquomod, Interferon alfa2a, Minocycline, copper peptide containing dressings, Lucentis™, ATG002, Pegaptanib Sodium, Tryptophanyl-tRNA synthetase, squalamine lactate,",True,59384207,Compounds for treating proliferative disorders,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1&f=G&l=50&d=PTXT&S1=08497272&OS=08497272&RS=08497272,patent_grant,1375142400.0,Minocycline,Angiostatin,"SU11248 (Sunitinib malate), VEGF-Trap, XL184, ZD6474, ATN-161, EMD 121974 (Cilenigtide), Celecoxib, @entityb$ , Endostatin, Regranex, Apligraf, Paclitaxel, tetracyclines, clarithromycin, lasix, captopril, aspirin, Vitamin D3 analogs, retinoids, Imiquomod, Interferon alfa2a, @entitya$ , copper peptide containing dressings, Lucentis™, ATG002, Pegaptanib Sodium, Tryptophanyl-tRNA synthetase, squalamine lactate,","[ 0.22931132  0.20528841 -0.15262549 ...  0.31773257 -0.13730101
  0.38687187]",36
minocycline,angiostatin,"herbimycin A, PNU145156E, 16K prolactin fragment, Linomide (roquinimex), thalidomide, pentoxifylline, genistein, TNP-470, endostatin, paclitaxel, accutin, angiostatin, cidofovir, vincristine, bleomycin, AGM-1470, platelet factor 4 or minocycline may be of use.",True,90429609,Polymeric carriers of therapeutic agents and recognition moieties for antibody-based targeting of disease sites,http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-adv.htm&r=1&f=G&l=50&d=PTXT&S1=09707300&OS=09707300&RS=09707300,patent_grant,1500336000.0,Minocycline,Angiostatin,"herbimycin A, PNU145156E, 16K prolactin fragment, Linomide (roquinimex), thalidomide, pentoxifylline, genistein, TNP-470, endostatin, paclitaxel, accutin, @entityb$ , cidofovir, vincristine, bleomycin, AGM-1470, platelet factor 4 or @entitya$ may be of use.","[ 0.1067503   0.13392855  0.6461936  ...  0.49573085 -0.30909985
  0.34856364]",38
3m_052,tlr7,A striking example of this concerns our recent study of HIV antigens adjuvanted with a TLR7/8 agonist adjuvant called 3M-052 showed the induction of HIV envelope-specific long-lived plasma cells and durable antibody responses in non-human primates [ 107,True,46106815,The immunology of SARS-CoV-2 infections and vaccines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7670910/,pmc,1605571200.0,3M-052,TLR7,A striking example of this concerns our recent study of HIV antigens adjuvanted with a @entityb$ /8 agonist adjuvant called @entitya$ showed the induction of HIV envelope-specific long-lived plasma cells and durable antibody responses in non-human primates [ 107,"[ 0.5443406  -1.1662712  -0.77205735 ... -0.05185247  0.05854058
  0.03551284]",38
trifluoperazine,tfp,"One of the top-ranking candidates, trifluoperazine (TFP), was used to examine the effects on glioma cell proliferation and apoptosis.",True,59285475,Low concentration trifluoperazine promotes proliferation and reduces calcium-dependent apoptosis in glioma cells,https://www.nature.com/articles/s41598-018-19413-y,nature,1516230000.0,trifluoperazine,TFP,"One of the top-ranking candidates, @entitya$ ( @entityb$ ), was used to examine the effects on glioma cell proliferation and apoptosis.","[-0.05222348 -1.1318417  -0.95393544 ... -0.049448    0.3959918
  0.48418728]",38
oxaliplatin,oct2,"All these results suggested that in this study, buflomedil might be effective on abolishing OCT2 mediated oxaliplatin accumulation in DRG, thus alleviating both",True,108808324,SELECTIVE OCT2 INHIBITORS FOR USE IN PREVENTING TOXICITY OF PLATINUM DRUGS,https://data.epo.org/publication-server/rest/v1.2/patents/EP3777851NWA1/document.html,epo,1613516400.0,oxaliplatin,OCT2,"All these results suggested that in this study, buflomedil might be effective on abolishing @entityb$ mediated @entitya$ accumulation in DRG, thus alleviating both","[-0.467582   -0.2990993   0.64365804 ...  0.37714028 -0.4645912
  0.740422  ]",38
tesamorelin,growth hormone releasing factor,"The second poster is entitled ""Efficacy and Long-Term Safety of Tesamorelin, a Growth Hormone-Releasing Factor Analogue, in Sub-Populations of HIV-Infected Patients with Excess Abdominal Fat"" and describes the efficacy and safety of tesamorelin",True,64954534,Theratechnologies Inc.: Tesamorelin Data Presented at the Interscience Conference on Antimicrobial Agents and Chemotherapy 50th Annual Meeting,https://www.biospace.com/article/releases/theratechnologies-inc-tesamorelin-data-presented-at-the-b-interscience-b-conference-on-antimicrobial-agents-and-chemotherapy-50th-annual-meeting-/,biospace,1284328800.0,Tesamorelin,Growth Hormone-Releasing Factor,"The second poster is entitled ""Efficacy and Long-Term Safety of @entitya$ , a @entityb$ Analogue, in Sub-Populations of HIV-Infected Patients with Excess Abdominal Fat"" and describes the efficacy and safety of @entitya$ ","[ 0.26011735 -0.6998304  -0.13971187 ...  0.39412224  0.33391684
  0.0240214 ]",38
loxo_101,trk,"In purified enzyme inhibition studies, LOXO-101 demonstrated potent inhibition activity against TRK receptors TRKA, TRKB and TRKC at low concentration levels.",True,43679830,"Loxo Oncology, Inc. | S-1 | 2014-06-30",https://www.sec.gov/Archives/edgar/data/0001581720/0001047469-14-005954.txt,secgov,1404086400.0,LOXO-101,TRK,"In purified enzyme inhibition studies, @entitya$ demonstrated potent inhibition activity against @entityb$ receptors TRKA, TRKB and TRKC at low concentration levels.","[-0.5649027  -0.22101744 -0.17885035 ...  0.7899764  -0.5440974
  0.45417023]",39
minocycline,angiostatin,"Exemplary anti-cancer, anti-angiogenesis compounds included Angiostatin K1 -3, DL-a-difluoromethyl-ornithine, endostatin, fumagillin, genistein, minocycline, staurosporine, and (±)-thalidomide.",True,7192556,FC CONTAINING POLYPEPTIDES WITH ALTERED GLYCOSYLATION AND REDUCED EFFECTOR FUNCTION,https://data.epo.org/publication-server/rest/v1.2/patents/EP2895513NWB1/document.html,epo,1527026400.0,Minocycline,Angiostatin,"Exemplary anti-cancer, anti-angiogenesis compounds included @entityb$ K1 -3, DL-a-difluoromethyl-ornithine, endostatin, fumagillin, genistein, @entitya$ , staurosporine, and (±)-thalidomide.","[-0.18944152 -0.38756678 -0.1311065  ...  0.19349873  0.15664208
  0.11076894]",39
trifluoperazine,tfp,"possible role of calmodulin in the calcium sensitivity of parathyroid adenylate cyclase (AC), the effect of the calmodulin inhibitor trifluoperazine hydrochloride (TFP) on the calcium sensitivity of forskolin-stimulated AC activity was investigated in membranes prepared from normal porcine parathyroid glands.",True,7009185,The high affinity calcium inhibition of parathyroid adenylate cyclase is not calmodulin dependent.,https://www.ncbi.nlm.nih.gov/pubmed/3087600,pubmed,517788000.0,trifluoperazine,TFP,"possible role of calmodulin in the calcium sensitivity of parathyroid adenylate cyclase (AC), the effect of the calmodulin inhibitor @entitya$ hydrochloride ( @entityb$ ) on the calcium sensitivity of forskolin-stimulated AC activity was investigated in membranes prepared from normal porcine parathyroid glands.","[ 0.33929268  0.04156134 -0.2334802  ...  0.09588154 -0.9252376
  0.978269  ]",39
trifluoperazine,tfp,"conditions with one of the following, CaCl 2 , Ca 2+ -chelator EGTA and the phenothiazines, chlorpromazine (CPZ) and trifluoperazine (TFP), which are known to inhibit efflux pump activity in various pathogens including S. aureus ( Naseem et al., 2008 ;",True,76022057,Evidence of Calcium Signaling and Modulation of the LmrS Multidrug Resistant Efflux Pump Activity by Ca 2 + Ions in S. aureus,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7642317/,pmc,1603324800.0,trifluoperazine,TFP,"conditions with one of the following, CaCl 2 , Ca 2+ -chelator EGTA and the phenothiazines, chlorpromazine (CPZ) and @entitya$ ( @entityb$ ), which are known to inhibit efflux pump activity in various pathogens including S. aureus ( Naseem et al., 2008 ;","[-0.18704666 -0.13434316  0.75670284 ...  0.45561013 -0.565988
  0.09696241]",39
ly3009120,braf,"Next we tested the effect of the LY3009120 compound in vivo, using two PDXs (M063R.X2 and M048R2.X2) that had acquired the BRAF V600E/DK as resistance mechanism ( Figure 6 A).",True,2639680,BRAFV600E Kinase Domain Duplication Identified in Therapy-Refractory Melanoma Patient-Derived Xenografts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4929150/,pmc,1466035200.0,LY3009120,BRaf,"Next we tested the effect of the @entitya$ compound in vivo, using two PDXs (M063R.X2 and M048R2.X2) that had acquired the @entityb$ V600E/DK as resistance mechanism ( Figure 6 A).","[-0.7253781   0.3143548   0.01967775 ... -0.06319299 -0.22929917
  0.27553523]",39
trifluoperazine,tfp,"Trifluoperazine (TFP), a phenothiazine derivative of an antipsychotic drug, has been known to block the Ca 2+ signal by the inhibition of",True,92375194,A Calcium-Calmodulin Antagonist Blocks Experimental Vibrio vulnificus Cytolysin-Induced Lethality in an Experimental Mouse Model,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC517569/,pmc,1096588800.0,trifluoperazine,TFP," @entitya$ ( @entityb$ ), a phenothiazine derivative of an antipsychotic drug, has been known to block the Ca 2+ signal by the inhibition of","[-0.614447   -0.07428895  0.01122252 ...  0.6156955  -0.43850753
  0.2486457 ]",42
loxo_101,trk,"We have demonstrated the promise of this model through the rapid advancement of our TRK inhibitor, LOXO-101, into the clinic.",True,40857668,"Loxo Oncology, Inc. | 424B5 | 2016-05-12",https://www.sec.gov/Archives/edgar/data/0001581720/0001047469-16-013108.txt,secgov,1463011200.0,LOXO-101,TRK,"We have demonstrated the promise of this model through the rapid advancement of our @entityb$ inhibitor, @entitya$ , into the clinic.","[-0.06105851 -0.7824268  -0.49649325 ... -0.3615313   0.01181565
  1.25754   ]",42
3m_052,tlr7,"41 Increased TLR4 expression in nasal tissue could explain why intranasally administered TLR4 ligands such as GLA enhance mucosal IgA. Compared to GLA, the TLR7/8 ligand 3M-052 elicited a stronger Th1-type response in the present work, which is consistent with previous results from our lab where",True,48562580,Adjuvant composition and delivery route shape immune response quality and protective efficacy of a recombinant vaccine for Entamoeba histolytica,https://www.nature.com/articles/s41541-018-0060-x,nature,1528149600.0,3M-052,TLR7,"41 Increased TLR4 expression in nasal tissue could explain why intranasally administered TLR4 ligands such as GLA enhance mucosal IgA. Compared to GLA, the @entityb$ /8 ligand @entitya$ elicited a stronger Th1-type response in the present work, which is consistent with previous results from our lab where","[-0.28119346  0.27950194 -0.26454914 ...  0.11238457 -0.36793163
  0.1895548 ]",42
trifluoperazine,tfp,"Three phenothiazines with similar structure; chlorpromazine (CPZ), triflupromazine (TFPZ), and trifluoperazine (TFP), were compared for the potency of swelling of normal red cells and antisickling effect of red cell from patients with",True,59035322,Comparative studies of phenothiazine derivatives for their effects on swelling of normal and sickle erythrocytes.,https://www.ncbi.nlm.nih.gov/pubmed/7901117,pubmed,743983200.0,trifluoperazine,TFP,"Three phenothiazines with similar structure; chlorpromazine (CPZ), triflupromazine (TFPZ), and @entitya$ ( @entityb$ ), were compared for the potency of swelling of normal red cells and antisickling effect of red cell from patients with","[-0.75438714 -0.96591175 -0.30916494 ...  0.20197654 -0.22644438
  0.12530605]",42
digoxin,ace,"A ""cardiac medicine"" includes but is not limited to natriuretic peptides, ACE inhibitors (ACEIs), beta-adrenergic blocking agents (beta-blockers), vasodilators, diuretics, digitalis preparations ( e.g ., digoxin), dopamine, dobutamine, levosimendan, nesiritide, blood thinners, angiotensin II receptor blockers, calcium channel blockers,",True,69285386,USE OF NATRIURETIC PEPTIDE FOR TREATING HEART FAILURE,https://data.epo.org/publication-server/rest/v1.2/patents/EP1865976NWB1/document.html,epo,1337724000.0,digoxin,ACE,"A ""cardiac medicine"" includes but is not limited to natriuretic peptides, @entityb$ inhibitors (ACEIs), beta-adrenergic blocking agents (beta-blockers), vasodilators, diuretics, digitalis preparations ( e.g ., @entitya$ ), dopamine, dobutamine, levosimendan, nesiritide, blood thinners, angiotensin II receptor blockers, calcium channel blockers,","[ 0.05488956 -0.09918428 -0.46271312 ...  0.51291555 -0.41184893
  0.2242525 ]",42
digoxin,ace,"The method of claim 1 , wherein the selection treatment comprises: calcium channel blockers, ACE inhibitors, beta blockers, digoxin, theophylline, PDE5 inhibitors, prostacyclins, endothelin receptor antagonists, nitric oxide, adenosine or any combination thereof.",True,36843265,METHOD FOR TREATING SECONDARY PULMONARY HYPERTENSION,http://appft1.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220200101328%22.PGNR.&OS=DN/20200101328&RS=DN/20200101328,patent_filed,1585785600.0,digoxin,ACE,"The method of claim 1 , wherein the selection treatment comprises: calcium channel blockers, @entityb$ inhibitors, beta blockers, @entitya$ , theophylline, PDE5 inhibitors, prostacyclins, endothelin receptor antagonists, nitric oxide, adenosine or any combination thereof.","[-0.7003215  -0.3225836  -0.43985525 ...  0.26705754 -0.9527683
  0.38941833]",43
digoxin,ace,"The current standard of care for congestive heart failure consists primarily of diuretics, digoxin, angiotensin converting enzyme inhibitors, or ACE- inhibitors and in some cases, a beta blocker.",True,76983175,CARDIOME PHARMA CORP | 20-F | 2002-04-26,https://www.sec.gov/Archives/edgar/data/0001036141/0001062993-02-000161.txt,secgov,1019779200.0,digoxin,ACE,"The current standard of care for congestive heart failure consists primarily of diuretics, @entitya$ , angiotensin converting enzyme inhibitors, or @entityb$ - inhibitors and in some cases, a beta blocker.","[ 0.5022547  -0.5123904  -0.03435212 ...  0.16972834 -0.30897266
 -0.46056518]",43
medi9197,pd_l1,Open in a separate window Fig. 6 MEDI9197 enhances expression of PD1/L1 and increases immune stimulatory and anti-tumor effects of PD-L1 blockade.,True,83908750,Intratumoral immunotherapy with TLR7/8 agonist MEDI9197 modulates the tumor microenvironment leading to enhanced activity when combined with other immunotherapies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6739946/,pmc,1568160000.0,MEDI9197,PD-L1,Open in a separate window Fig. 6 @entitya$ enhances expression of PD1/L1 and increases immune stimulatory and anti-tumor effects of @entityb$ blockade.,"[-0.921759   -0.5747563  -0.76025444 ...  0.6920522  -0.6473363
  0.7049356 ]",43
loxo_101,trk,"the weekend, boasting of a small but growing number of cases where children and adults with TRK fusion cancer responded to their lead drug, larotrectinib (LOXO-101).",True,63057632,Loxo takes center stage at ASCO with its groundbreaking shot at a biomarker-based cancer drug approval,https://endpts.com/loxo-takes-center-stage-at-asco-with-its-groundbreaking-shot-at-a-biomarker-based-cancer-drug-approval/,endpts,1496472300.0,LOXO-101,TRK,"the weekend, boasting of a small but growing number of cases where children and adults with @entityb$ fusion cancer responded to their lead drug, larotrectinib ( @entitya$ ).","[ 0.2708899  -0.7008978  -0.52709323 ... -0.04272132  0.49260423
  1.0297178 ]",43
conatumumab,dr4,"Several biologics including both recombinant TRAIL (e.g., dulanermin, AMG 951) and agonistic antibodies targeting DR4 or DR5, such as mapatumumab (HGS-ETR1), conatumumab (AMG 655), drozitumab (apomab, PRO95780 ), lexatumumab (HGS-ETR2), tigatuzumab (CS-1008, TRA-8), and others, are in various stages",True,73744628,TNF Superfamily Protein–Protein Interactions: Feasibility of Small-Molecule Modulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4408546/,pmc,1451606400.0,conatumumab,DR4,"Several biologics including both recombinant TRAIL (e.g., dulanermin, AMG 951) and agonistic antibodies targeting @entityb$ or DR5, such as mapatumumab (HGS-ETR1), @entitya$ (AMG 655), drozitumab (apomab, PRO95780 ), lexatumumab (HGS-ETR2), tigatuzumab (CS-1008, TRA-8), and others, are in various stages","[ 0.23171248 -0.6113881   0.30033025 ...  0.06465878  0.06069411
  1.1027089 ]",43
flurazepam,gaba_a receptor,Point mutation of the γ2 subunit (F77I) greatly reduces the GABA A receptor affinity for zolpidem but not flurazepam in mouse brain ( Cope et al .,True,103587780,Fine mapping of a sedative-hypnotic drug withdrawal locus on mouse chromosome 11.,https://www.ncbi.nlm.nih.gov/pubmed/16436183,pubmed,1141081200.0,Flurazepam,GABA A Receptor,Point mutation of the γ2 subunit (F77I) greatly reduces the @entityb$ affinity for zolpidem but not @entitya$ in mouse brain ( Cope et al .,"[ 0.6317019  -0.6882712  -0.53646064 ...  0.47116616 -0.18606706
  0.45284894]",45
ly3009120,braf,"c-e) Combined treatment with the RAF inhibitor LY3009120 and the MEK inhibitor trametinib c) inhibits signaling after 1 hour of treatment and d) decreases cell viability after 5 days of treatment of M368 cells, the most therapy resistant cell line harboring a BRAF fusion.",True,76019125,Genetic heterogeneity of BRAF fusion kinases in melanoma affects drug responses,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6939448/,pmc,1571097600.0,LY3009120,BRAF,"c-e) Combined treatment with the RAF inhibitor @entitya$ and the MEK inhibitor trametinib c) inhibits signaling after 1 hour of treatment and d) decreases cell viability after 5 days of treatment of M368 cells, the most therapy resistant cell line harboring a @entityb$ fusion.","[ 0.64489746 -0.87106943 -0.00901372 ...  0.6625943  -0.09133799
 -0.23759393]",45
ly3009120,braf,"All BRAF mutants with variable deletions of β3-αC loop have a strong transforming potential, and a robust resistance to Vemurafenib but not LY3009120 that correlates with their dimer affinity Although the oncogenic potential and resistance to RAF inhibitor of BRAF(ΔNVTAP) has been reported recently 31 , 34 , whether all BRAF mutants with in-frame deletions of β3-αC",True,15896951,The Dimer-dependent Catalytic Activity of RAF Family Kinases Is Revealed Through Characterizing Their Oncogenic Mutants,https://www.biorxiv.org/content/10.1101/338293v1,biorxiv,1528063200.0,LY3009120,BRaf,"All @entityb$ mutants with variable deletions of β3-αC loop have a strong transforming potential, and a robust resistance to Vemurafenib but not @entitya$ that correlates with their dimer affinity Although the oncogenic potential and resistance to RAF inhibitor of @entityb$ (ΔNVTAP) has been reported recently 31 , 34 , whether all @entityb$ mutants with in-frame deletions of β3-αC","[ 0.377944   -0.24994949  0.65232456 ...  0.7698673  -0.19348907
  0.1571566 ]",45
flurazepam,gaba_a receptor,"It has also been reported that flurazepam inhibits ERK phosphorylation in the cerebral cortex ( Kalluri and Ticku, 2002 ), which suggests that the memory impairments mediated by GABA A receptor agonists may be associated with the inhibition of",True,17521336,Hippocampal Extracellular Signal-Regulated Kinase Signaling has a Role in Passive Avoidance Memory Retrieval Induced by GABAA Receptor Modulation in Mice,https://www.nature.com/articles/npp2011311,nature,1323817200.0,Flurazepam,GABA A Receptor,"It has also been reported that @entitya$ inhibits ERK phosphorylation in the cerebral cortex ( Kalluri and Ticku, 2002 ), which suggests that the memory impairments mediated by @entityb$ agonists may be associated with the inhibition of","[-4.5529664e-01 -3.3036718e-01 -7.7191475e-03 ... -2.6083548e-04
 -1.1272355e-01  3.1077850e-01]",45
oxaliplatin,oct2,"Together we conclude that epigenetic suppression of OCT2 by miR-489-3p and miR-630 reduces intracellular platinum accumulation and consequently enhances chemoresistance of RCC cells to oxaliplatin, both in vitro and in xenografts.",True,103099805,Upregulation of miR-489-3p and miR-630 inhibits oxaliplatin uptake in renal cell carcinoma by targeting OCT2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6804444/,pmc,1546905600.0,oxaliplatin,OCT2,"Together we conclude that epigenetic suppression of @entityb$ by miR-489-3p and miR-630 reduces intracellular platinum accumulation and consequently enhances chemoresistance of RCC cells to @entitya$ , both in vitro and in xenografts.","[-0.18237841 -0.6133619  -0.18570893 ...  0.04341627  0.24089943
  1.3569907 ]",45
